Row 0:
  Domain 0: centroid = 119.00, value = 0, length = 49
  Domain 1: centroid = 16.00, value = 1, length = 1
  Domain 2: centroid = 17.00, value = 0, length = 1
  Domain 3: centroid = 18.50, value = 1, length = 2
  Domain 4: centroid = 20.50, value = 0, length = 2
  Domain 5: centroid = 24.50, value = 1, length = 6
  Domain 6: centroid = 28.00, value = 0, length = 1
  Domain 7: centroid = 58.00, value = 1, length = 59
  Domain 8: centroid = 88.00, value = 0, length = 1
  Domain 9: centroid = 89.50, value = 1, length = 2
  Domain 10: centroid = 92.00, value = 0, length = 3
  Domain 11: centroid = 94.00, value = 1, length = 1

Row 44:
  Domain 0: centroid = 122.00, value = 0, length = 39
  Domain 1: centroid = 14.00, value = 1, length = 1
  Domain 2: centroid = 15.00, value = 0, length = 1
  Domain 3: centroid = 16.50, value = 1, length = 2
  Domain 4: centroid = 20.00, value = 0, length = 5
  Domain 5: centroid = 25.00, value = 1, length = 5
  Domain 6: centroid = 28.00, value = 0, length = 1
  Domain 7: centroid = 59.00, value = 1, length = 61
  Domain 8: centroid = 91.50, value = 0, length = 4
  Domain 9: centroid = 94.50, value = 1, length = 2
  Domain 10: centroid = 98.50, value = 0, length = 6
  Domain 11: centroid = 102.00, value = 1, length = 1

Row 45:
  Domain 0: centroid = 18.00, value = 0, length = 43
  Domain 1: centroid = 40.00, value = 1, length = 1
  Domain 2: centroid = 41.00, value = 0, length = 1
  Domain 3: centroid = 71.00, value = 1, length = 59
  Domain 4: centroid = 101.00, value = 0, length = 1
  Domain 5: centroid = 102.50, value = 1, length = 2
  Domain 6: centroid = 104.00, value = 0, length = 1
  Domain 7: centroid = 108.00, value = 1, length = 7
  Domain 8: centroid = 112.00, value = 0, length = 1
  Domain 9: centroid = 113.50, value = 1, length = 2
  Domain 10: centroid = 117.00, value = 0, length = 5
  Domain 11: centroid = 120.00, value = 1, length = 1
  Domain 12: centroid = 121.50, value = 0, length = 2
  Domain 13: centroid = 123.50, value = 1, length = 2

Row 46:
  Domain 0: centroid = 10.50, value = 0, length = 38
  Domain 1: centroid = 30.00, value = 1, length = 1
  Domain 2: centroid = 32.00, value = 0, length = 3
  Domain 3: centroid = 34.00, value = 1, length = 1
  Domain 4: centroid = 37.50, value = 0, length = 6
  Domain 5: centroid = 41.00, value = 1, length = 1
  Domain 6: centroid = 42.00, value = 0, length = 1
  Domain 7: centroid = 74.50, value = 1, length = 64
  Domain 8: centroid = 107.00, value = 0, length = 1
  Domain 9: centroid = 109.00, value = 1, length = 3
  Domain 10: centroid = 113.50, value = 0, length = 6
  Domain 11: centroid = 117.00, value = 1, length = 1
  Domain 12: centroid = 118.00, value = 0, length = 1
  Domain 13: centroid = 119.00, value = 1, length = 1

Row 47:
  Domain 0: centroid = 7.00, value = 0, length = 47
  Domain 1: centroid = 31.00, value = 1, length = 1
  Domain 2: centroid = 34.00, value = 0, length = 5
  Domain 3: centroid = 70.00, value = 1, length = 67
  Domain 4: centroid = 104.50, value = 0, length = 2
  Domain 5: centroid = 106.50, value = 1, length = 2
  Domain 6: centroid = 108.00, value = 0, length = 1
  Domain 7: centroid = 109.00, value = 1, length = 1
  Domain 8: centroid = 110.00, value = 0, length = 1
  Domain 9: centroid = 111.00, value = 1, length = 1

Row 48:
  Domain 0: centroid = 116.00, value = 0, length = 43
  Domain 1: centroid = 10.50, value = 1, length = 2
  Domain 2: centroid = 13.00, value = 0, length = 3
  Domain 3: centroid = 46.00, value = 1, length = 63
  Domain 4: centroid = 78.50, value = 0, length = 2
  Domain 5: centroid = 81.50, value = 1, length = 4
  Domain 6: centroid = 84.00, value = 0, length = 1
  Domain 7: centroid = 85.50, value = 1, length = 2
  Domain 8: centroid = 87.00, value = 0, length = 1
  Domain 9: centroid = 88.00, value = 1, length = 1
  Domain 10: centroid = 89.00, value = 0, length = 1
  Domain 11: centroid = 92.00, value = 1, length = 5

Row 49:
  Domain 0: centroid = 105.50, value = 0, length = 46
  Domain 1: centroid = 1.00, value = 1, length = 1
  Domain 2: centroid = 2.00, value = 0, length = 1
  Domain 3: centroid = 3.50, value = 1, length = 2
  Domain 4: centroid = 5.00, value = 0, length = 1
  Domain 5: centroid = 8.00, value = 1, length = 5
  Domain 6: centroid = 11.00, value = 0, length = 1
  Domain 7: centroid = 39.50, value = 1, length = 56
  Domain 8: centroid = 68.00, value = 0, length = 1
  Domain 9: centroid = 70.00, value = 1, length = 3
  Domain 10: centroid = 72.00, value = 0, length = 1
  Domain 11: centroid = 74.50, value = 1, length = 4
  Domain 12: centroid = 77.00, value = 0, length = 1
  Domain 13: centroid = 78.50, value = 1, length = 2
  Domain 14: centroid = 80.50, value = 0, length = 2
  Domain 15: centroid = 82.00, value = 1, length = 1

Row 50:
  Domain 0: centroid = 127.50, value = 1, length = 2
  Domain 1: centroid = 1.00, value = 0, length = 1
  Domain 2: centroid = 34.00, value = 1, length = 65
  Domain 3: centroid = 67.00, value = 0, length = 1
  Domain 4: centroid = 68.00, value = 1, length = 1
  Domain 5: centroid = 69.50, value = 0, length = 2
  Domain 6: centroid = 71.50, value = 1, length = 2
  Domain 7: centroid = 73.00, value = 0, length = 1
  Domain 8: centroid = 74.50, value = 1, length = 2
  Domain 9: centroid = 97.50, value = 0, length = 44
  Domain 10: centroid = 120.00, value = 1, length = 1
  Domain 11: centroid = 122.00, value = 0, length = 3
  Domain 12: centroid = 124.00, value = 1, length = 1
  Domain 13: centroid = 125.50, value = 0, length = 2

Row 51:
  Domain 0: centroid = 127.50, value = 1, length = 4
  Domain 1: centroid = 2.00, value = 0, length = 1
  Domain 2: centroid = 29.50, value = 1, length = 54
  Domain 3: centroid = 57.00, value = 0, length = 1
  Domain 4: centroid = 61.00, value = 1, length = 7
  Domain 5: centroid = 65.00, value = 0, length = 1
  Domain 6: centroid = 66.00, value = 1, length = 1
  Domain 7: centroid = 67.00, value = 0, length = 1
  Domain 8: centroid = 68.00, value = 1, length = 1
  Domain 9: centroid = 76.00, value = 0, length = 15
  Domain 10: centroid = 84.00, value = 1, length = 1
  Domain 11: centroid = 101.00, value = 0, length = 33
  Domain 12: centroid = 118.00, value = 1, length = 1
  Domain 13: centroid = 119.00, value = 0, length = 1
  Domain 14: centroid = 120.00, value = 1, length = 1
  Domain 15: centroid = 121.00, value = 0, length = 1
  Domain 16: centroid = 123.00, value = 1, length = 3
  Domain 17: centroid = 125.00, value = 0, length = 1

Row 52:
  Domain 0: centroid = 26.00, value = 1, length = 67
  Domain 1: centroid = 60.00, value = 0, length = 1
  Domain 2: centroid = 61.00, value = 1, length = 1
  Domain 3: centroid = 63.00, value = 0, length = 3
  Domain 4: centroid = 65.00, value = 1, length = 1
  Domain 5: centroid = 67.50, value = 0, length = 4
  Domain 6: centroid = 70.50, value = 1, length = 2
  Domain 7: centroid = 89.50, value = 0, length = 36
  Domain 8: centroid = 108.50, value = 1, length = 2
  Domain 9: centroid = 112.50, value = 0, length = 6
  Domain 10: centroid = 116.00, value = 1, length = 1
  Domain 11: centroid = 117.50, value = 0, length = 2
  Domain 12: centroid = 119.00, value = 1, length = 1
  Domain 13: centroid = 120.00, value = 0, length = 1

Row 53:
  Domain 0: centroid = 0.00, value = 1, length = 1
  Domain 1: centroid = 1.50, value = 0, length = 2
  Domain 2: centroid = 3.00, value = 1, length = 1
  Domain 3: centroid = 4.50, value = 0, length = 2
  Domain 4: centroid = 6.50, value = 1, length = 2
  Domain 5: centroid = 8.00, value = 0, length = 1
  Domain 6: centroid = 37.50, value = 1, length = 58
  Domain 7: centroid = 68.50, value = 0, length = 4
  Domain 8: centroid = 72.50, value = 1, length = 4
  Domain 9: centroid = 76.00, value = 0, length = 3
  Domain 10: centroid = 78.50, value = 1, length = 2
  Domain 11: centroid = 103.50, value = 0, length = 48

Row 54:
  Domain 0: centroid = 104.00, value = 0, length = 49
  Domain 1: centroid = 1.50, value = 1, length = 2
  Domain 2: centroid = 4.50, value = 0, length = 4
  Domain 3: centroid = 7.50, value = 1, length = 2
  Domain 4: centroid = 9.00, value = 0, length = 1
  Domain 5: centroid = 10.00, value = 1, length = 1
  Domain 6: centroid = 11.00, value = 0, length = 1
  Domain 7: centroid = 12.00, value = 1, length = 1
  Domain 8: centroid = 13.00, value = 0, length = 1
  Domain 9: centroid = 44.00, value = 1, length = 61
  Domain 10: centroid = 75.00, value = 0, length = 1
  Domain 11: centroid = 76.00, value = 1, length = 1
  Domain 12: centroid = 77.50, value = 0, length = 2
  Domain 13: centroid = 79.00, value = 1, length = 1

Row 55:
  Domain 0: centroid = 0.00, value = 0, length = 1
  Domain 1: centroid = 1.50, value = 1, length = 2
  Domain 2: centroid = 4.50, value = 0, length = 4
  Domain 3: centroid = 37.00, value = 1, length = 61
  Domain 4: centroid = 68.00, value = 0, length = 1
  Domain 5: centroid = 70.50, value = 1, length = 4
  Domain 6: centroid = 73.00, value = 0, length = 1
  Domain 7: centroid = 74.00, value = 1, length = 1
  Domain 8: centroid = 75.00, value = 0, length = 1
  Domain 9: centroid = 76.00, value = 1, length = 1
  Domain 10: centroid = 77.00, value = 0, length = 1
  Domain 11: centroid = 78.50, value = 1, length = 2
  Domain 12: centroid = 81.00, value = 0, length = 3
  Domain 13: centroid = 83.00, value = 1, length = 1
  Domain 14: centroid = 105.00, value = 0, length = 43
  Domain 15: centroid = 127.00, value = 1, length = 1

Row 56:
  Domain 0: centroid = 109.50, value = 0, length = 44
  Domain 1: centroid = 4.00, value = 1, length = 1
  Domain 2: centroid = 7.50, value = 0, length = 6
  Domain 3: centroid = 43.50, value = 1, length = 66
  Domain 4: centroid = 77.00, value = 0, length = 1
  Domain 5: centroid = 79.50, value = 1, length = 4
  Domain 6: centroid = 84.00, value = 0, length = 5
  Domain 7: centroid = 87.00, value = 1, length = 1

Row 57:
  Domain 0: centroid = 2.00, value = 0, length = 5
  Domain 1: centroid = 5.00, value = 1, length = 1
  Domain 2: centroid = 6.50, value = 0, length = 2
  Domain 3: centroid = 9.50, value = 1, length = 4
  Domain 4: centroid = 12.50, value = 0, length = 2
  Domain 5: centroid = 41.50, value = 1, length = 56
  Domain 6: centroid = 70.00, value = 0, length = 1
  Domain 7: centroid = 72.50, value = 1, length = 4
  Domain 8: centroid = 75.00, value = 0, length = 1
  Domain 9: centroid = 77.00, value = 1, length = 3
  Domain 10: centroid = 79.00, value = 0, length = 1
  Domain 11: centroid = 80.00, value = 1, length = 1
  Domain 12: centroid = 81.50, value = 0, length = 2
  Domain 13: centroid = 83.00, value = 1, length = 1
  Domain 14: centroid = 105.00, value = 0, length = 43
  Domain 15: centroid = 127.00, value = 1, length = 1

Row 58:
  Domain 0: centroid = 110.00, value = 0, length = 49
  Domain 1: centroid = 7.50, value = 1, length = 2
  Domain 2: centroid = 11.50, value = 0, length = 6
  Domain 3: centroid = 18.50, value = 1, length = 8
  Domain 4: centroid = 23.00, value = 0, length = 1
  Domain 5: centroid = 50.00, value = 1, length = 53
  Domain 6: centroid = 77.00, value = 0, length = 1
  Domain 7: centroid = 78.50, value = 1, length = 2
  Domain 8: centroid = 80.50, value = 0, length = 2
  Domain 9: centroid = 83.50, value = 1, length = 4

Row 59:
  Domain 0: centroid = 107.00, value = 0, length = 47
  Domain 1: centroid = 3.00, value = 1, length = 1
  Domain 2: centroid = 5.50, value = 0, length = 4
  Domain 3: centroid = 8.00, value = 1, length = 1
  Domain 4: centroid = 9.00, value = 0, length = 1
  Domain 5: centroid = 10.50, value = 1, length = 2
  Domain 6: centroid = 12.00, value = 0, length = 1
  Domain 7: centroid = 13.00, value = 1, length = 1
  Domain 8: centroid = 14.50, value = 0, length = 2
  Domain 9: centroid = 16.00, value = 1, length = 1
  Domain 10: centroid = 17.00, value = 0, length = 1
  Domain 11: centroid = 45.00, value = 1, length = 55
  Domain 12: centroid = 73.00, value = 0, length = 1
  Domain 13: centroid = 77.50, value = 1, length = 8
  Domain 14: centroid = 82.00, value = 0, length = 1
  Domain 15: centroid = 83.00, value = 1, length = 1

Row 60:
  Domain 0: centroid = 120.50, value = 0, length = 44
  Domain 1: centroid = 15.00, value = 1, length = 1
  Domain 2: centroid = 17.00, value = 0, length = 3
  Domain 3: centroid = 20.00, value = 1, length = 3
  Domain 4: centroid = 22.50, value = 0, length = 2
  Domain 5: centroid = 24.50, value = 1, length = 2
  Domain 6: centroid = 26.00, value = 0, length = 1
  Domain 7: centroid = 49.50, value = 1, length = 46
  Domain 8: centroid = 73.00, value = 0, length = 1
  Domain 9: centroid = 79.50, value = 1, length = 12
  Domain 10: centroid = 86.50, value = 0, length = 2
  Domain 11: centroid = 89.00, value = 1, length = 3
  Domain 12: centroid = 91.00, value = 0, length = 1
  Domain 13: centroid = 92.50, value = 1, length = 2
  Domain 14: centroid = 95.00, value = 0, length = 3
  Domain 15: centroid = 97.50, value = 1, length = 2

Row 61:
  Domain 0: centroid = 124.00, value = 0, length = 49
  Domain 1: centroid = 21.00, value = 1, length = 1
  Domain 2: centroid = 22.50, value = 0, length = 2
  Domain 3: centroid = 24.00, value = 1, length = 1
  Domain 4: centroid = 25.00, value = 0, length = 1
  Domain 5: centroid = 26.50, value = 1, length = 2
  Domain 6: centroid = 28.00, value = 0, length = 1
  Domain 7: centroid = 60.50, value = 1, length = 64
  Domain 8: centroid = 93.00, value = 0, length = 1
  Domain 9: centroid = 94.00, value = 1, length = 1
  Domain 10: centroid = 96.50, value = 0, length = 4
  Domain 11: centroid = 99.00, value = 1, length = 1

Row 62:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 63:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 64:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 65:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 66:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 67:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 68:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 69:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 70:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 71:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 72:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 73:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 74:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 75:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 76:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 77:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 78:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

Row 79:
  Domain 0: centroid = 124.00, value = 0, length = 57
  Domain 1: centroid = 60.00, value = 1, length = 71

