19 1.97 14999
17 1.78 14999
15 2.06 14999
10 2.37 14999
13 1.97 14999
7 2.03 14999
4 2.06 14999
20 2.56 14999
18 2.10 14999
16 2.25 14999
14 2.17 14999
11 2.33 14999
8 3.56 14999
5 3.12 14999
12 2.51 14999
9 5.57 14999
6 21.33 14999
1 9.85 14999
2 64.00 14997
3 inf 4343
